datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pitch_offset_force	dt	Motor0	Motor1
2014-03-28_12:34:10_267846	1045559.0	-199.0	-34.0	-197.0	-2.9717557251908406	3.431870229007633	-1.068320610687023	-0.6669238281250001	-0.151845703125	-0.600830078125	0.0	0.0	0	0	0	0	0.0005	0	0.0	0	0	0	0	0.0005	0	0.0	0	0	220	220
2014-03-28_12:34:10_306154	1083496.0	-188.0	-24.0	-152.0	0.6160305343511441	2.1188931297709916	-0.3965648854961834	-0.5099414062500001	-0.8703515625	-1.009765625	0.0	51.05	-3.0676839091835344	3.0676839091835344	124.74748599835112	2.1188931297709916	0.0005	0	0.0	0.0015338419545917672	-2.1173592878164	-86.10249814840108	-2.1173592878164	0.0005	0	0.0	-0.0010586796439082	40.6650390625	242	242
2014-03-28_12:34:10_356035	1133368.0	-172.0	-25.0	-206.0	5.333587786259541	0.6761450381679386	3.8400763358778622	-0.6632617187500001	-0.21556640625	-0.6396484375	0.0	39.86	-2.242236264200065	2.242236264200065	236.98958539753397	0.6761450381679386	0.0005	0	0.0	0.0011211181321000325	-0.6750239200358386	-119.89291673148415	1.4423353677805615	0.0005	0	0.0	-0.0003375119600179193	50.05810546875	242	242
2014-03-28_12:34:10_408283	1185617.0	-161.0	-3.0	-216.0	1.2496183206106863	4.592175572519084	1.9240458015267174	-0.7367480468750001	-0.096669921875	-0.462646484375	0.0	36.7	-1.691393627071651	1.691393627071651	322.69980122327763	4.592175572519084	0.0005	0	0.0	0.0008456968135358255	-4.591329875705548	-352.5554195784556	-3.9163059556697095	0.0005	0	0.0	-0.002295664937852774	50.67431640625	242	242
2014-03-28_12:34:10_455938	1233273.0	-168.0	-28.0	-201.0	-0.22366412213740539	0.37080152671755684	-1.9843511450381681	-0.7159960937500001	0.225107421875	-0.635498046875	0.0	39.89	-0.877040115449483	0.877040115449483	364.51358803604387	0.37080152671755684	0.0005	0	0.0	0.0004385200577247415	-0.3703630066598321	-370.212855687718	4.220966869045716	0.0005	0	0.0	-0.00018518150332991605	47.676025390625	242	242
2014-03-28_12:34:10_507229	1284569.0	-135.0	-33.0	-221.0	-1.1702290076335888	-3.1864503816793897	0.6034351145038166	-0.8920214843750001	0.72974609375	-0.604736328125	0.0	31.42	-0.07308967447532645	0.07308967447532645	368.211272468283	-3.1864503816793897	0.0005	0	0.0	3.6544837237663226e-05	3.1864869265166273	-209.00509020927512	3.5568499331764594	0.0005	0	0.0	0.0015932434632583137	50.591064453125	242	242
2014-03-28_12:34:10_556474	1333812.0	-200.0	55.0	-153.0	-4.994656488549619	0.4395038167938927	-4.6408396946564885	-0.6998828125000001	-0.177236328125	-0.84716796875	0.0	52.59	0.9588111671957961	-0.9588111671957961	320.75386504821296	0.4395038167938927	0.0005	0	0.0	-0.00047940558359789806	-0.4399832223774906	-230.7825410324985	-3.626470148894118	0.0005	0	0.0	-0.0002199916111887453	49.49609375	242	242
2014-03-28_12:34:10_607607	1384940.0	-128.0	27.0	-186.0	3.837404580152671	0.01965648854961799	2.091984732824427	-0.6605761718750001	0.135751953125	-0.760986328125	0.0	34.54	1.6294069256114263	-1.6294069256114263	238.52570133763925	0.01965648854961799	0.0005	0	0.0	-0.0008147034628057132	-0.020471192012423704	-231.8156215366313	0.4195120303650669	0.0005	0	0.0	-1.0235596006211851e-05	50.465087890625	242	242
2014-03-28_12:34:10_657493	1434830.0	-172.0	46.0	-187.0	1.303053435114503	1.3937022900763356	0.5881679389312975	-0.5558398437500001	-0.6144921875	-0.842529296875	0.0	42.61	2.3815127778563814	-2.3815127778563814	120.80012901468896	1.3937022900763356	0.0005	0	0.0	-0.0011907563889281907	-1.3948930464652638	-300.7695166201747	-1.3744218544528402	0.0005	0	0.0	-0.0006974465232326319	49.43310546875	242	242
2014-03-28_12:34:10_708473	1485842.0	-207.0	24.0	-154.0	3.2496183206106863	1.004389312977099	1.565267175572519	-0.9364550781250001	0.081796875	-0.4736328125	0.0	53.36	3.3514971491912497	-3.3514971491912497	-47.770522397648364	1.004389312977099	0.0005	0	0.0	-0.001675748574595625	-1.0060650615516946	-351.37169088426054	0.3888279849135692	0.0005	0	0.0	-0.0005030325307758474	50.297119140625	242	242
2014-03-28_12:34:10_757709	1535046.0	-159.0	-30.0	-215.0	-1.9870229007633595	-0.781870229007634	-2.793511450381679	-0.8602832031250001	-0.3957421875	-0.85498046875	0.0	36.49	4.052455777488095	-4.052455777488095	-250.06978758083278	-0.781870229007634	0.0005	0	0.0	-0.0020262278887440478	0.77984400111889	-312.4417488821163	1.7859090626705845	0.0005	0	0.0	0.00038992200055944497	49.920166015625	242	242
