datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor1	Motor2
2014-03-02_15:50:14_810103	2031217.0	220	220	-176.0	50.0	-175.0	-1.5648854961832062	-6.152671755725191	-0.9694656488549618	-0.601806640625	0.060302734375	-0.618896484375	0.0	0.0	0.0	0	-0.046598367012320854	0	0	0	0.001	0	0.002	0	0
2014-03-02_15:50:14_853293	2074249.0	239	238	-166.0	37.0	-177.0	-6.442748091603053	2.519083969465649	-3.0076335877862594	-0.794189453125	-0.2099609375	-0.53857421875	0.0	43.17	0.0	-1.7534694134957483	-0.030601560444951978	1.7534694134957483	0.07913429723948476	2.519083969465649	0.001	0	0.002	0.045130126953125	0.006791637352427046
2014-03-02_15:50:14_904720	2125683.0	239	238	-165.0	-52.0	-180.0	-2.8396946564885495	-1.7633587786259541	-2.213740458015267	-0.809326171875	0.584716796875	-0.67333984375	0.0	42.51	0.0	-0.8680421915808234	-0.015149078387099885	0.8680421915808234	0.12246604792995053	-1.7633587786259541	0.001	0	0.002	0.0499189453125	-0.0026586753656710847
2014-03-02_15:50:14_956087	2177044.0	239	238	-156.0	-31.0	-207.0	-2.099236641221374	2.984732824427481	-4.557251908396947	-0.6826171875	0.408203125	-0.4892578125	0.0	37.01	0.0	-0.11072311224087612	-0.0019323405277639812	0.11072311224087612	0.12802326147764756	2.984732824427481	0.001	0	0.002	0.050190185546875	0.0060801887610958385
2014-03-02_15:50:15_004422	2225421.0	239	238	-155.0	7.0	-216.0	-5.740458015267175	3.267175572519084	-0.16793893129770993	-0.66943359375	0.107421875	-0.611083984375	0.0	35.67	0.0	0.6046501431317807	0.010552358518879245	-0.6046501431317807	0.09920937929066215	3.267175572519084	0.001	0	0.002	0.04765380859375	0.005929701001906387
2014-03-02_15:50:15_054463	2275424.0	239	238	-148.0	60.0	-184.0	0.03816793893129771	5.145038167938932	0.6564885496183206	-0.518798828125	0.186279296875	-0.94921875	0.0	38.81	0.0	1.368590279908171	0.02388464711881625	-1.368590279908171	0.030885115768439886	5.145038167938932	0.001	0	0.002	0.049923095703125	0.008921486055969693
2014-03-02_15:50:15_105690	2326720.0	239	238	-164.0	11.0	-164.0	-4.213740458015267	-2.198473282442748	-1.8091603053435115	-0.79833984375	-0.173095703125	-0.581787109375	0.0	45.0	0.0	2.2413924926503164	0.039116797428452296	-2.2413924926503164	-0.08118232000421982	-2.198473282442748	0.001	0	0.002	0.0499990234375	-0.006638339057535813
2014-03-02_15:50:15_153855	2374882.0	239	238	-171.0	59.0	-168.0	0.16030534351145037	3.5877862595419847	4.854961832061068	-0.81494140625	0.418701171875	-1.018310546875	0.0	45.51	0.0	3.106596285304869	0.0542163400576766	-3.106596285304869	-0.23667064955843511	3.5877862595419847	0.001	0	0.002	0.050051025390625	0.0040689762337791004
2014-03-02_15:50:15_205438	2426397.0	239	238	-145.0	-18.0	-189.0	-1.1984732824427482	4.648854961832061	-1.9389312977099236	-0.72900390625	0.176513671875	-0.814697265625	0.0	37.5	0.0	3.7941970467630517	0.06621635334665012	-3.7941970467630517	-0.426471281025148	4.648854961832061	0.001	0	0.002	0.05002392578125	0.00550351287690107
2014-03-02_15:50:15_254809	2475769.0	239	238	-157.0	-45.0	-201.0	-3.099236641221374	-0.7099236641221374	3.0381679389312977	-0.80126953125	0.088134765625	-0.69677734375	0.0	38.0	0.0	4.478267896895447	0.07815476259852437	-4.478267896895447	-0.6505453949570403	-0.7099236641221374	0.001	0	0.002	0.050035888671875	-0.005898115225139722
