datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pitch_offset_force	dt	Motor0	Motor1
2014-04-20_16:23:34_874801	1039924.0	-158.0	12.0	-204.0	1.8975190839694647	0.335687022900764	2.2	-0.6241992187500001	0.433603515625	-1.10302734375	0.0	0.0	0	0	0	0	0.05	0	0.0	0	0	0	0	0.0005	0	0.0	0	0	220	220
2014-04-20_16:23:34_918996	1083945.0	-210.0	13.0	-165.0	0.9280534351145029	0.23645038167938992	-0.44885496183206075	-0.5682910156250001	-0.328115234375	-0.500244140625	0.0	51.85	-0.3496712740202293	0.3496712740202293	15.927799712304273	0.23645038167938992	0.05	0	0.0	0.017483563701011465	-0.21896681797837847	-9.974109626741685	-0.21896681797837847	0.0005	0	0.0	-0.00010948340898918923	45.55078125	242	241
2014-04-20_16:23:34_967775	1132502.0	-159.0	-66.0	-216.0	0.7143129770992358	0.18301526717557337	1.604580152671756	-0.7533496093750001	0.398447265625	-0.685302734375	0.0	36.36	0.3757901200131349	-0.3757901200131349	-2.362610035210027	0.18301526717557337	0.05	0	0.0	-0.018789506000656746	-0.2018047731762301	-19.796326321178512	0.017162044802148363	0.0005	0	0.0	-0.00010090238658811505	48.671875	242	241
2014-04-20_16:23:35_018028	1182757.0	-161.0	-29.0	-199.0	-2.308587786259543	0.4883587786259551	-3.235114503816793	-0.6654589843750001	-0.085439453125	-0.537109375	0.0	38.98	1.1238795553543548	-1.1238795553543548	-58.58265434534931	0.4883587786259551	0.05	0	0.0	-0.05619397776771774	-0.5445527563936728	-47.036594148639836	-0.3427479832174427	0.0005	0	0.0	-0.00027227637819683643	50.023193359375	242	241
2014-04-20_16:23:35_068087	1232819.0	-167.0	-24.0	-226.0	-2.3772900763358793	-0.19103053435114425	-0.2580152671755722	-0.9950488281250001	-0.230458984375	-0.661865234375	0.0	36.46	1.8400526177174283	-1.8400526177174283	-150.52958051330154	-0.19103053435114425	0.05	0	0.0	-0.09200263088587142	0.09902790346527283	-42.08819689042251	0.6435806598589456	0.0005	0	0.0	4.951395173263642e-05	49.9697265625	242	241
2014-04-20_16:23:35_118330	1283060.0	-154.0	-20.0	-228.0	-0.972709923664123	-1.4429389312977092	-1.1740458015267172	-0.7963183593750001	0.298349609375	-1.0107421875	0.0	34.04	2.5547479355504947	-2.5547479355504947	-278.2850651057997	-1.4429389312977092	0.05	0	0.0	-0.12773739677752474	1.3152015345201844	23.68119156520123	1.2161736310549116	0.0005	0	0.0	0.0006576007672600922	50.007080078125	242	241
2014-04-20_16:23:35_168350	1333081.0	-176.0	1.0	-160.0	-4.5833969465648865	-2.068893129770992	-2.693129770992366	-0.7162402343750001	-0.205556640625	-0.73046875	0.0	47.73	3.5592119477719844	-3.5592119477719844	-455.5200907228194	-2.068893129770992	0.05	0	0.0	-0.17796059738859923	1.8909325323823927	117.84233755332983	0.5757309978622083	0.0005	0	0.0	0.0009454662661911963	49.796142578125	242	241
2014-04-20_16:23:35_218409	1383136.0	-163.0	-5.0	-213.0	-0.31622137404580286	-0.11469465648854893	0.9633587786259545	-0.6583789062500001	-0.22484375	-0.970947265625	0.0	37.43	4.242204459625401	-4.242204459625401	-667.4480314812149	-0.11469465648854893	0.05	0	0.0	-0.21211022298127005	-0.09741556649272112	112.97574505381651	-1.9883480988751139	0.0005	0	0.0	-4.8707783246360564e-05	49.95703125	242	241
2014-04-20_16:23:35_268749	1433480.0	-174.0	21.0	-165.0	1.8669847328244265	-1.1681297709923657	-0.6625954198473281	-0.5858691406250001	-0.320302734375	-0.7236328125	0.0	46.52	5.145060858362546	-5.145060858362546	-924.6030971661996	-1.1681297709923657	0.05	0	0.0	-0.25725304291812734	0.9108767280742384	158.5022356604606	1.0082922945669595	0.0005	0	0.0	0.0004554383640371192	49.98095703125	242	241
2014-04-20_16:23:35_318943	1483664.0	-205.0	45.0	-166.0	1.874618320610686	0.6639312977099245	2.0625954198473284	-0.7465136718750001	0.269052734375	-0.540283203125	0.0	51.0	6.029666674168888	-6.029666674168888	-1226.594300748323	0.6639312977099245	0.05	0	0.0	-0.3014833337084444	-0.9654146314183689	110.15018864817512	-1.8762913594926074	0.0005	0	0.0	-0.00048270731570918446	50.084228515625	242	241
2014-04-20_16:23:35_369068	1533799.0	-173.0	-7.0	-217.0	-1.0185114503816806	-3.351335877862595	-1.1206106870229005	-0.8661425781250001	-0.08080078125	-0.859130859375	0.0	38.57	6.844324953567954	-6.844324953567954	-1568.2223642510235	-3.351335877862595	0.05	0	0.0	-0.3422162476783977	3.009119630184197	260.347573939166	3.9745342616025656	0.0005	0	0.0	0.0015045598150920986	49.9140625	242	241
2014-04-20_16:23:35_419424	1584152.0	-181.0	-32.0	-165.0	-2.3696564885496194	-0.12232824427480837	-0.44885496183206075	-0.8485644531250001	0.348642578125	-0.772216796875	0.0	47.65	7.666461093380816	-7.666461093380816	-1951.9141427568309	-0.12232824427480837	0.05	0	0.0	-0.3833230546690408	-0.26099481039423245	247.2852806905365	-3.2701144405784293	0.0005	0	0.0	-0.00013049740519711624	50.048095703125	242	241
2014-04-20_16:23:35_469538	1634363.0	-171.0	-47.0	-205.0	-0.1788167938931311	0.16774809160305404	-1.6702290076335877	-0.5753710937500001	-0.57005859375	-0.9091796875	0.0	39.84	8.301645726245956	-8.301645726245956	-2366.2992205413384	0.16774809160305404	0.05	0	0.0	-0.4150822863122978	-0.5828303779153519	218.19271043978915	-0.3218355675211194	0.0005	0	0.0	-0.00029141518895767595	49.916015625	242	241
2014-04-20_16:23:35_519560	1684284.0	-184.0	-45.0	-224.0	0.09599236641221243	-0.9772900763358772	3.566412213740458	-0.6237109375000001	0.375009765625	-0.5390625	0.0	39.4	8.97155491718187	-8.97155491718187	-2814.7236439287026	-0.9772900763358772	0.05	0	0.0	-0.4485777458590935	0.5287123304767837	244.6192913525118	1.1115427083921356	0.0005	0	0.0	0.00026435616523839186	49.98291015625	242	241
2014-04-20_16:23:35_569702	1734424.0	-193.0	-40.0	-192.0	-0.087213740458016	-2.1757633587786254	-1.7923664122137402	-0.6559375000000001	-0.113759765625	-0.810791015625	0.0	45.15	9.801783820470018	-9.801783820470018	-3304.8343720748558	-2.1757633587786254	0.05	0	0.0	-0.4900891910235009	1.6856741677551246	328.90670361417176	1.1569618372783408	0.0005	0	0.0	0.0008428370838775623	50.002197265625	242	241
2014-04-20_16:23:35_619908	1784631.0	-146.0	-87.0	-235.0	-0.52996183206107	-1.832251908396946	2.0702290076335883	-0.8634570312500001	0.55103515625	-0.4267578125	0.0	31.85	10.332584759413571	-10.332584759413571	-3821.3198216345754	-1.832251908396946	0.05	0	0.0	-0.5166292379706786	1.3156226704262672	394.66952890984686	-0.37005149732885734	0.0005	0	0.0	0.0006578113352131336	49.986083984375	242	241
2014-04-20_16:23:35_670325	1835056.0	-161.0	-28.0	-220.0	-4.499427480916032	-3.3818702290076326	-4.425954198473282	-0.6984179687500001	-0.10619140625	-0.9345703125	0.0	36.2	11.01602278393506	-11.01602278393506	-4373.376938038384	-3.3818702290076326	0.05	0	0.0	-0.550801139196753	2.8310690898108795	536.545763982652	1.5154464193846122	0.0005	0	0.0	0.0014155345449054398	50.114013671875	242	241
2014-04-20_16:23:35_720545	1885273.0	-205.0	2.0	-183.0	-3.1177480916030547	-0.5269083969465642	0.009160305343511754	-0.6000292968750001	0.361826171875	-0.84521484375	0.0	48.25	11.786438140772084	-11.786438140772084	-4961.355029986231	-0.5269083969465642	0.05	0	0.0	-0.5893219070386042	-0.06241351009203999	533.4322044715102	-2.8934825999029194	0.0005	0	0.0	-3.1206755046019996e-05	49.885986328125	242	241
2014-04-20_16:23:35_770773	1935495.0	-162.0	-83.0	-236.0	1.1341603053435105	0.6257633587786269	-0.4946564885496181	-0.6869433593750001	-0.526845703125	-1.134033203125	0.0	34.47	12.209418961204012	-12.209418961204012	-5572.314831735308	0.6257633587786269	0.05	0	0.0	-0.6104709480602006	-1.2362343068388275	471.5709914668927	-1.1738207967467875	0.0005	0	0.0	-0.0006181171534194137	50.0400390625	242	241
2014-04-20_16:23:35_820853	1985578.0	-160.0	-17.0	-214.0	3.3173664122137394	0.7020992366412222	3.9099236641221378	-0.7780078125000001	0.41431640625	-0.4296875	0.0	36.79	12.666587772080009	-12.666587772080009	-6205.2143727562225	0.7020992366412222	0.05	0	0.0	-0.6333293886040005	-1.3354286252452225	404.8448787053418	-0.09919431840639503	0.0005	0	0.0	-0.0006677143126226113	49.966064453125	242	241
2014-04-20_16:23:35_871064	2035788.0	-176.0	1.0	-197.0	-0.9345419847328253	-2.2368320610687014	-1.29618320610687	-0.8983691406250001	0.025644531249999998	-0.69580078125	0.0	41.78	13.358674638489545	-13.358674638489545	-6874.3646050811285	-2.2368320610687014	0.05	0	0.0	-0.6679337319244772	1.5688983291442242	483.43266603090524	2.9043269543894468	0.0005	0	0.0	0.0007844491645721121	50.091064453125	242	241
2014-04-20_16:23:35_921166	2085885.0	-151.0	-60.0	-237.0	-1.6673664122137417	-1.1681297709923657	-0.28091603053435077	-0.6342089843750001	0.5651953125	-0.61376953125	0.0	32.5	13.79876099335864	-13.79876099335864	-7563.389699614979	-1.1681297709923657	0.05	0	0.0	-0.689938049667932	0.47819172132443366	507.3106139241584	-1.0907066078197905	0.0005	0	0.0	0.00023909586066221683	49.933837890625	242	241
2014-04-20_16:23:35_971463	2136189.0	-161.0	24.0	-193.0	-1.7666030534351158	-0.9314885496183198	-2.7007633587786257	-0.6600878906250001	-0.4406640625	-1.20556640625	0.0	39.84	14.365194389092716	-14.365194389092716	-8281.835296829044	-0.9314885496183198	0.05	0	0.0	-0.7182597194546358	0.213228830163684	517.9748144967954	-0.26496289116074967	0.0005	0	0.0	0.00010661441508184199	50.012939453125	242	241
